album_id,album_title,artist_name,album_date_released,album_tracks,album_listens,album_favorites,album_comments
12970,Dirty Little,The Family Simpson,,7,27143,0,0
12971,11-14-'58,Howie Mitchell & Charlotte Williams,,8,18435,1,0
12972,Live on WFMU's Distort Jersey City with Deed Runlea 11/21/2012,Foster Care,11/21/2012,17,18707,1,0
12973,Live on Duane's Show on WFMU 11/27/12,Ex Cops,11/28/2012,7,9084,0,0
12974,Classwar Karaoke - 0020 Survey,Classwar Karaoke,12/01/2012,115,54443,8,0
12975,Live on WFMU's Distort Jersey City with Deed Runlea 11/14/2012,Thee Nodes,11/14/2012,9,6919,1,0
12976,Mixtape #1,likeicare,12/01/2012,1,3619,2,0
12977,19,htrspltn,12/01/2012,6,6382,0,0
12979,Welcome to Büromaschinen,Büromaschinen,12/01/2012,11,63583,2,9
12980,Live at Party Xpo: Halloween 2012,Man Tease,10/31/2012,1,3910,0,0
12981,New Song,Ben Seretan,11/16/2012,5,4902,2,0
12982,solo variations,julia a. miller,12/02/2012,11,32930,1,0
12984,Solar Phases,Deltason,12/03/2012,10,69301,1,1
12986,WHNZ:47:PSYFI,Various Artists [We Have No Zen!],12/03/2012,40,54118,1,2
12987,[EPV_102] silence+,makoto masui,5/01/2012,3,17773,5,0
12988,Live at Cafe OTO,Group OTO,,1,1036,0,0
12990,Infinite Lute Presents Greg Gibbs,Greg Gibbs,,20,111892,2,0
12991,"Platform 1/Ken Vandermark, Steve Swell, Magnus Broo, Joe Williamson, Michael Vatcher",Steve Swell,,2,1619,0,0
12992,Douglas R. Ewart and Quasar,Douglas R. Ewart and Quasar,,1,765,0,0
12993,De Grutas y Paisajes,Omar Tamez - Ramón López,,2,3769,0,0
12994,Who touched my bones? EP,Richard There,,5,43577,1,0
12995,41°N;90°E,un automne à Lob-Nor,1/01/1999,7,5547,0,0
12996,s/t,un automne à Lob-Nor,1/01/2001,7,34604,0,1
12997,Ignored,Liam Stewart,12/04/2012,5,20458,1,0
12998,"Money, Blood and Light [LCL14]",Plurabelle,12/03/2012,6,191058,14,0
130,Butthash,CAVE,1/07/2009,1,7652,1,1
13000,Live on WFMU's Distort Jersey City with Deed Runlea 10/10/12,Ylajali,10/10/2012,9,12037,0,0
13001,Live on Irene Trudel's Show on WFMU 12/3/12,Moore & Sons,,6,72461,2,0
13003,Never Let Go,The Dick Burrill's,10/31/2014,14,19239,0,0
13004,Live at CKUT on Modular Systems,Echo Beach,9/16/2012,3,2407,0,0
13005,Mariachi Bandits of Gatling Gun Ridge,krackatoa,1/23/2013,1,33249,2,0
13008,"Live On WFMU's Minor Music with Jesse Krakow, 11-19-12",The Strangers,,4,56412,0,0
13009,"Live On WFMU's Fool's Paradise with Rex, 11-10-12",Stompin' Riff Raffs,10/10/2012,9,82805,2,0
13010,Entries,Free Birthday Songs,12/12/2012,200,3564243,11,53
13012,Live on WFMU's Distort Jersey City with Deed Runlea 11-28-12,Hounds Of Hate,11/28/2012,8,26598,0,0
13015,C.R.A.P.O,Benjamin Bret,,12,78281,1,0
13016,hiver sur hiver,Vespre,,5,56978,0,0
13018,We Live in the Mind,Pouffe,12/15/2012,5,1552,0,0
13019,"Quadtych Parts I, II and III, Live at Cafe Oto",Cam Deas,,1,22295,0,0
13020,Multiple - Live at Cafe OTO,Antoine Chessex,,1,4475,0,0
13021,Mellifluous Ichor From Sunless Regions,The Wyrding Module,11/10/2012,6,23093,1,0
13022,Followin' Me (Remixx),C-Doc,12/07/2012,2,21884,1,0
13025,Glitch Fit EP,S.J. Mellia,12/07/2012,9,42043,4,0
13028,No More War,Keep Them Alive,,2,28482,1,0
13029,Watered Down Focal Point,Telegraphy,12/07/2012,5,2769,2,0
13031,live at Death By Audio 11/4/12,MOSSENEK,,8,1174,0,0
13032,Aint Don: In Session On Dandelion Radio,Don Trust,12/09/2012,1,15557,0,0
13033,live at St. Vitus 7/11/12,MOSSENEK,7/11/2012,11,29661,0,0
13034,Jared C. Balogh In Session On Dandelion Radio,Jared C. Balogh,12/09/2012,4,106045,1,0
13037,[EPV_113] 千の森湖に、日出づる(EP),Augustus Bro & Gallery Six,12/08/2012,5,121195,5,0
13042,phonotaxis,Nick Kuepfer,1/04/2013,7,2483,0,0
13043,Genius of Haram,DJMC Haram,,2,18697,1,0
13046,Selections from 1945-1991,Glass Boy,,9,63548,1,1
13047,The Ferret Show,Goto80 and the Uwe Schenk Band,12/11/2012,5,116396,9,0
13048,A Trace,Jan Grünfeld,12/11/2012,33,4758,3,1
13049,Losing The Tortoise Race,Liam Stewart,12/11/2012,24,67327,1,0
13053,New Space,Ben Seretan,2/10/2012,6,60411,1,0
13057,#CC-10 Europe Mixtape,Creative Commons,,20,182231,6,10
13058,Geez!! Learn Cantonese,Infinite Livez,5/02/2012,1,43825,0,0
13059,In The Early Months,Ghost Hunter,12/06/2008,4,196518,6,4
13060,ePop028,Sleeping Policemen,,3,37175,1,3
13061,Prasasti,Zoo,12/12/2012,6,3334,0,0
13062,Creative Commons Volume. 5,Dexter Britain,12/12/2012,13,355881,61,6
13063,nxVacuity002,Miquel Parera,12/12/2012,4,27009,0,0
13065,"Live at WFMU on Scott Williams' Show - November 19, 2012",Balboa,11/19/2012,5,3446,1,0
13066,"Live on WFMU's Cherry Blossom Clinic, December 8, 2012",SUBSONICS,12/08/2012,11,2382,0,0
13069,Xmaswoy,Sans Blanc,12/14/2012,2,3440,0,0
13070,Misadventure of a Meaty Machine,Cherly KaCherly,2/01/2012,11,14109,5,1
13073,Make A Wish (for Christmas),Lee Rosevere,12/15/2012,2,29132,0,0
13074,This Christmas,Dott,,2,14039,0,0
13075,Elohei,YuTaNi,,17,4440,0,0
13077,Crimson,Hudson,1/04/2012,11,7664,2,0
13078,Modern Antiques Vol 1 & 2,Silence Is Sexy,,19,38404,2,1
13079,Home,Laura Jorgensen,12/16/2012,3,3014,0,0
13080,House of Tolerance,Cambriana,1/27/2012,10,5392,1,0
13081,Güacho Vol. 1,Güacho,3/02/2012,6,1586,0,0
13082,Summer Between Somewheres,The Aaron Boudreaux Special,4/05/2012,7,4047,1,0
13083,La Porte,TM Hunter,9/24/2012,1,5803,1,0
13086,Bärlin,Bärlin,,1,2250,0,0
13089,Mystery Pills,Mystery Pills,3/13/2012,5,4732,0,0
13090,Of Men And Machines,Various Artists,8/17/2009,18,8566,2,0
13091,Domestic Landscapes,Pacoalvarez,6/19/2009,10,2639,1,0
13092,Corrupted Loops for Damaged Bots,Orbique,5/17/2009,14,3369,0,0
13093,Leonard,Bitbasic,3/31/2009,12,5066,1,0
13094,Breakdown,lukeing forward,2/19/2009,5,6282,0,0
13095,Xmas 2012,Dexter Britain,,3,29911,3,0
13098,This Town,Kid Caustic,11/19/2008,8,5682,0,0
13099,Wandering in Urban Fog,lukeing forward,9/20/2008,9,16085,0,0
13100,Lebensbegleitende Musik,deef,10/15/2008,8,1363,0,0
13101,Press Any Key,Human Terminal,8/13/2008,5,5346,1,0
13102,Sterling Highway,Kid Caustic,7/29/2008,8,4003,0,0
13103,Primitve Infrastructure,Monad,7/02/2008,4,4608,0,0
13105,Split EP,Floating Spirits / Min-Y-Llan,12/22/2012,8,2731,0,0
13106,WHNZ:50:SPACLE,Sparrow In Snow / All Blacks / Serpent's Circle,12/19/2012,6,2011,0,1
13107,Wives,Eaters,12/19/2012,15,8274,1,1
13108,Wormhole,Shamil Elvenheim,8/05/2012,35,12429,0,0
13109,Heterotropic (Where We Used To Belong),Bad Bats,12/01/2012,1,3605,0,0
13110,Rebencazo del alma,Los Primos,,8,3275,0,0
13111,"Live on WFMU's Airborne Event with Dan Bodah, December 17, 2012",Jim Coleman,12/17/2012,6,937,0,0
13114,"Live at WFMU's The Long Rally with Scott McDowell - December 14, 2012",Starred,12/12/2012,6,4203,1,0
13115,"Live on WFMU's The Long Rally with Scott McDowell - December 7, 2012",Source Of Yellow,12/07/2012,4,3311,0,0
13116,"Live on WFMU with Irene Trudel - November 12, 2012",The Letter Yellow,11/12/2012,9,2480,0,0
1312,Live at WFMU on The Cherry Blossom Clinic 2/18/2006,Leather Uppers,2/16/2006,15,2428,0,0
13120,l'esprit d'escalier,johnny_ripper,12/21/2012,16,59048,3,0
13122,WHNZ:51:SEPURA,Criadero en Seres,12/21/2012,12,1134,0,0
13123,Rust Belt (1968),The Fucked Up Beat,,11,3386,1,0
13124,Rust Belt (1961),The Fucked Up Beat,,11,4113,1,0
13131,Apolinar,Matanza,6/01/2011,6,15519,0,0
13132,I had to let God be in Control of ALL Things,Marco Trovatello,5/16/2012,8,9352,0,0
13135,Humboldt Fog,Luminous in Nummer,,2,459,0,0
13136,Harvest,Keep Them Alive,,1,43946,0,0
13137,Tactical Assault,Mizuki's Last Chance,4/06/2011,7,26633,4,0
13138,Marco Trovatello Remix,DasBlaueMonster,8/24/2012,1,2119,0,0
13139,Uno,AQUIETBUMP / AQBMP (Various Artists),2/28/2012,1,2375,0,0
13140,Krestovsky - Singles,Krestovsky,12/25/2012,1,1371,0,0
13141,En attendant Noël...,Various Artists (@diffuser.net),12/25/2012,24,71383,5,0
13142,WHNZ:53:SOMN,D.Y.K.G.,12/22/2012,6,831,0,0
13143,selected works,bio.nico,10/20/2012,17,6477,1,0
13146,[EPV_114] re:ili,SHOMOMOSE × mitsuru shimizu,12/25/2012,2,1202,0,0
13148,Fundacion Robo,Robo,11/05/2012,27,29688,0,0
13149,Satsangs In The Dark,Wings Of An Angel,4/19/2011,19,9406,0,0
1315,Live at WFMU on Tom Sharpling's Show on 3/4/2008,Ted Leo,3/04/2008,1,8636,0,0
13150,In My Darkest Dreams,Wings Of An Angel,2/01/2012,13,2294,0,0
13151,Fantasmage,Fantasmage,,1,861,1,0
13152,"Live on My Castle of Quiet, 10.12.2012",Lea Bertucci,,2,1513,0,0
13153,Live on WFMU's My Castle of Quiet,K-Salvatore,,1,829,0,0
13155,Live on WFMU's Minor Music with Jesse Krakow 11/12/12,Pink Veins,,8,684,0,0
13156,Live on WFMU's Minor Music with Jesse Krakow 12/17/12,Screaming Mirror,12/17/2012,8,1674,0,0
13157,England Without Rain,Talk Less Say More,,12,6012,0,0
13158,eme,Stereoboy,,7,1300,0,0
13159,Postcard #1: Songs for the Apocalypse,Entertainment for the Braindead,,4,8428,3,0
13160,Spring EP,Arcade Island,3/05/2012,10,3927,0,0
13161,My Room Is The World,Ubik,1/01/2012,6,5972,0,0
13162,Van Van,Grâce et Volupté Van Van,3/01/2012,12,12638,0,0
13163,Try This At Home,Finding Fiction,8/05/2011,4,2185,0,0
13174,selected tracks by Bacalao (2012),Bacalao,,5,5402,0,1
13175,Tiny Hazard,Tiny Hazard,11/17/2012,5,6645,1,0
13179,Squirrelwood,Long Hair,12/29/2012,6,17934,1,0
13180,Velma Remains,Mr. & Mrs. Smith,,16,11955,2,0
13181,Yes Means No,I Am Not Lefthanded,,7,4390,0,0
13185,Broadcast Four,New Weird Australia,12/31/2012,16,5563,0,0
13186,Highest Floor (of the Forest),Bureaucrat & The Conspirators,,5,1871,0,0
13188,Dune,Jahzzar,,14,77743,9,1
13190,Eternal Youth and Obscurity,Spirit Duplicator,1/01/2013,10,2950,0,0
13191,FrostWire Creative Commons Mixtape 3 Side B,FrostClick,1/02/2013,47,8802,1,0
13192,FrostWire Creative Commons Mixtape 3 Side A,FrostClick,,38,29484,6,0
13193,Tape Music,Vladimir Lenhart,6/15/2011,4,1280,0,0
13195,Walk Is Godlike,Chotto Ghetto,,8,2806,0,0
13198,Bad Panda #144,Dead Times,8/27/2012,1,2341,0,0
13199,A Magnifique Bande dos Homes sen Medo,A Magnifique Bande dos Homes sen Medo,11/05/2012,5,12276,2,6
132,blissblood.com,Cantonement Jazz Band,,5,22483,5,0
1320,Live at WFMU on Liz Berg's Show on 6/18/2007,Lexie Mountain Boys,6/18/2007,6,758,0,0
13203,Did You Just Hex Me?,Did You Just Hex Me?,,13,12498,0,0
13204,Moody New Star,Liam Stewart,12/18/2012,5,2963,1,0
13205,Let Fall The Sparrow EP,Let Fall The Sparrow,,1,494,0,0
13206,Acoustic Sessions,20lb Sounds,,3,2993,1,0
13207,netBloc Vol. 40: AAIR Attack,netBloc Artists,12/21/2012,22,18458,4,0
13208,United We Fall,C-Doc,1/01/2013,9,6961,1,1
13209,Bisamråtta (2012),Bisamråtta,8/24/2012,3,4172,1,0
13210,Mosaic Relics,Algesis,6/08/2012,8,1892,0,0
13211,a long white sleep,Leonardo Rosado,9/15/2012,6,1804,0,0
13212,Ромашка,Последние Каникулы,3/27/2012,5,3664,0,0
13213,"Live on WFMU with Irwin October 3, 2012",Megan Jean and the Klay Family Band,10/03/2012,9,5482,0,0
13215,RRDL01,Radio Royal,4/01/2012,7,2244,0,0
13216,"Live on WFMU's Ohhhh, The Sweet Sounds of Humanity! with amEdeo December 24, 2012",Dolchnakov Brigade,12/24/2012,3,513,1,0
13217,My Beautiful Melancholia,Pollux,6/01/2012,4,4850,0,0
13218,Stage Theory (Beats vol. 3),C. Scott,1/26/2012,17,88203,8,0
13219,Doméstico,Cocolixe,10/01/2012,4,1727,1,1
13220,"Live on WFMU's Dark Night of the Soul with Julie November 15, 2012",Tamaryn,11/15/2012,5,2092,1,0
13222,Anaphora,aboombong,8/12/2012,1,768,0,0
13223,adumbral: études dans le contrôle imprécis,aboombong,7/01/2016,7,2404,1,0
13224,Big Red Sessions,David Rovics,,13,5270,2,0
13226,The UnAmerican LP,Emcee Lynx,,18,5198,0,0
13227,The First 100 Songs,+HIRS+,,100,50091,0,0
13228,The Promise,Sanawon,,6,2099,1,0
13229,Parias in the Woods,SOB Pariassound,,19,14231,0,0
13230,[EPV_115] Electro Thrash EP,DT.BG.,1/04/2013,2,2634,0,0
13231,Surge of the Lucid,Dissolved,1/28/2013,1,339,0,0
13233,Last Sigh,Holy Pain,8/09/2006,8,9972,3,2
13234,L'Ultima Ora,Aching Beauty,11/10/2004,10,12142,0,0
13235,Где нет места цифрам…осталась ЛЮБОВЬ?,Molecul,9/15/2011,11,5999,2,0
13236,Adam,Shearer,,21,4421,0,0
13237,Elysia,Obsidian Shell,,13,9498,1,0
13238,For The Risk Of Everything (Album $ample),Jared C. Balogh,7/09/2013,2,3767,0,0
13239,The Urgent Micro EP,Crimson Sun,,2,1726,0,0
13240,Plaszmadkaos,ID:VISION,10/20/2010,10,6181,0,0
13241,come on let's be druids,Lazer Boy,,10,1687,0,0
13242,We Be Geese,Geese,,9,2574,1,0
13244,Tiger of Turkestan,Lance Mannion Orchestra,1/07/1998,12,15748,0,0
13245,Wakka Chikka Wakka Chikka: Porn Music for the Masses Volume 1,Various Artists,12/01/2004,17,70266,2,0
13246,Xinyue Yam and The Mystery Level Original Soundtrack,The J. Arthur Keenes Band,10/04/2012,6,20307,1,1
13247,Owl Time,Kellee Maize,12/12/2012,11,19306,1,2
13248,Aligned Archetype,Kellee Maize,1/28/2010,22,28556,1,0
13249,Cirque de Poche,Digi G'Alessio,11/22/2012,8,22732,8,0
13250,Integration,Kellee Maize,11/11/2011,17,20308,1,0
13251,Drop a 4 note Soundtrack,Cherly KaCherly,6/24/2008,15,37216,1,1
13253,Unreleased (Live on CKUT's New Shit),Zs,,1,2225,0,0
13254,Attack of the Clouds,Kevin Bryce,,10,4138,0,0
13255,5,Tearpalm,1/13/2012,11,781,0,0
13256,The Metamorphosis EP,Gluid,1/08/2013,6,13249,2,1
13257,Ghost Cumulus in Belgrade Night Sky,Tearpalm,4/05/2012,5,412,0,0
13258,Riffs,Crno dete,6/06/2012,10,3188,0,0
13259,Moon Boys,Napred u prošlost,9/21/2011,33,2437,1,0
13260,Dodole,Klopka za pionira,5/06/2009,10,558,1,0
13261,Živa sila,Klopka za pionira,1/31/2011,6,425,0,0
13263,Bleached Dream,Luminous in Nummer,,9,416,0,0
13264,Živa sila remix,Weird Cop,7/21/2011,6,7408,0,0
13265,Favorites 05: Ben Heller,Benji Cossa,,12,926,0,0
13266,Volukta,M-PeX & Makrox,1/07/2013,10,2016,1,3
13267,Live on WFMU's Underwater Theme Park with Meghan Mckee 12/9/12,The Reverend Peyton's Big Damn Band,12/09/2012,5,11501,1,0
13270,Brace For Gravity,Rho,1/07/2013,8,32636,2,0
13271,Live on Pseu's Thing With a Hook 11/16/12,Jett Brando,11/16/2013,22,979,0,0
13273,Stinky Beats,Stinky Treats,,15,2605,1,1
13275,MD 68,Filthy La Bottom,,9,1223,0,1
13276,Viva La Revolution!,Dorothy's Magic Bag,,7,10672,2,1
13277,Live on WFMU's Airborne Event with Dan Bodah 1/7/13,Colin L. Orchestra,1/07/2013,4,850,0,0
13278,ePop027,Cape Canaveral,9/25/2012,3,1734,1,0
13279,Taigerbery - Clean Up,TIGERBERRY,,2,1289,0,0
13280,"Live on WFMU's Dark Night of the Soul with Julie - December 20, 2012",Emily Danger,12/20/2012,8,1184,0,0
13281,Vol 4: Satie: Rearranged Furniture Music,Chad Crouch,6/16/2009,13,56040,9,0
13282,Drevlanka,pawspaws,7/04/2012,5,3304,1,0
13283,Salma Y koko,Limbo Deluxe,7/11/2012,9,59399,0,0
13284,Dropping A Deuce,shitbird,9/02/2011,11,2750,0,0
13285,Age of Feminine,Kellee Maize,1/08/2007,11,25535,3,0
13286,BLackEr than yOur Dad,BLEO,8/15/2012,9,97345,1,0
13288,Dreams Are Not Dreams,Onyx System,,6,2226,1,1
13289,YOU ARE,Electric Children,8/25/2011,5,13484,2,1
13290,Mysteries and Secrets Unzipped: Soundtrack,Square People,,7,33159,2,0
13291,Bruto Mecánico,Los Cuatrocientos Golpes,1/22/2012,4,392,0,0
13292,Arrastrado A La Cienaga,Los Cuatrocientos Golpes,,5,986,0,0
13293,"Live on WFMU's Shrunken Planet with Jeffrey Davison - December 15, 2012",St. Claire,12/15/2012,6,1247,2,0
13295,X Members No Peddlers 1999,Colin Langenus,,29,16259,0,1
13296,X Members No Peddlers 1999,Jonah Rapino,,26,6092,0,1
13297,This Is Everyday,Colin Langenus,,11,5524,0,1
13298,Live at South Bend,Colin L. Orchestra,,1,156,0,0
13299,Live on WNYU,Colin L. Orchestra,,8,3678,0,1
133,Lingua Ignota,Celesteville,1/07/2009,12,2680,0,0
13300,The Secret Number,Jan Morgenstern,6/14/2012,8,19587,2,0
13301,The Fired Dept.,The Monitors,,12,12034,1,1
13302,Big Buck Bunny,Jan Morgenstern,6/06/2008,10,33063,2,0
13303,Give Me a Beat,Tricky Diesel,1/11/2013,13,50722,3,1
13304,nx011,Miquel Parera,,5,2807,0,0
13307,Escape,TIGERBERRY,10/17/2012,1,425,0,0
13308,(auto/anti)nomía,eduardo f. rosario,1/13/2013,3,316,0,0
13309,Mo Gear,Smurd,1/14/2013,5,6448,0,0
13310,Téte de MO,Nicolas Tic Tac,,18,3460,0,0
13311,No Peddlers & Mass Dist All Stars Rap Mix Tape 2012,No Peddlers,11/25/2012,149,7208,0,0
13312,Live on Airborne Event with Dan Bodah 12/24/12,Koliadnyky of Kryvorivnia,12/24/2012,14,10119,0,2
13313,Chizzle Dizzle,Jake Allison,8/11/2012,9,16278,1,0
13314,Live at CKUT on Venus,Echo Beach,9/06/2012,4,1969,0,0
13315,Infinito,Lá Eles,1/13/2013,6,58091,1,1
13316,Just Before April,springtide,11/01/2008,10,43791,0,1
13317,Bird Requiem,Summons of Shining Ruins,12/06/2009,7,2296,1,0
13318,Lifts the Curse,Souvenir Driver,12/22/2012,6,4728,1,0
13320,Lights E.P.,Happy Prescriptions,,5,8676,0,1
13321,69º54´S-135º12´E,Lauki,6/21/2011,5,9691,1,0
13322,Gold Can Stay,Broke For Free,12/04/2012,4,94822,38,3
13323,Dil - Live at Cafe OTO,Will Guthrie,,1,729,0,0
13324,All Becomes Dust,Just Plain Ant,1/15/2013,22,9306,1,0
13325,x,Dungeon Broads,12/01/2010,4,1848,0,0
13326,Pussy Willow,Coppertone,8/09/2012,4,4584,2,0
13327,y,Dungeon Broads,12/11/2010,5,736,0,0
13328,Side A and B,Pak,11/27/2012,2,1990,1,2
13329,Your Smell When You're Naked,EARTH-ENEMY,10/11/2011,18,5291,0,0
13330,Yours Truly,Spiritual Recess,11/15/2012,2,1039,0,0
13331,s/t,BLOODHUFF,4/02/2010,5,1884,1,0
13332,Resonant Tableaux,Charles Rice Goff III and Jared C. Balogh,1/16/2013,12,8018,0,0
13333,live in black ops,Mincemeat or Tenspeed,12/21/2011,6,3564,3,0
13334,A Very Messy Holiday,Dungeon Broads,12/24/2010,4,9280,0,0
13335,killed at 13,Mark Lord,10/11/2011,4,6069,1,1
13336,Toussaint Morrison Is Not My Boyfriend,Toussaint Morrison,8/21/2012,19,26140,3,4
13339,WEARE,raw zombiez,1/17/2013,7,2157,2,1
13340,Space Invaders,Surak,1/09/2013,13,8035,1,0
13341,Lonely Night,the 2000,1/17/2013,2,477,1,0
13342,STURM AND DRANG,ilkobra,1/17/2013,7,7080,0,0
13343,Earbuds (Volume 1),Thegntlmn,7/19/2012,10,1437,0,0
13344,Earbuds (Volume 2),Thegntlmn,12/13/2012,8,3123,0,0
13345,the fire throws,Trigger (Wind Trio),5/28/2012,8,2093,0,0
13346,Pretty Legs and Bishop's Curse,szubrawy kot,11/13/2012,4,2343,0,0
13347,Sleeping on Stage,Russian Tsarlag,10/10/2012,6,7321,2,0
13348,z,Dungeon Broads,1/16/2013,10,3439,0,0
13349,Of Marsh and Mallow,Hypermagic,1/18/2013,3,2347,1,0
13350,Commuter,The Monitors,,9,5866,0,0
13351,Utterly Heartbreaking (EP),Old Splendifolia,1/19/2013,5,2720,2,1
13352,Piano du pauvre,Circus Marcus,,3,24488,3,0
13353,Uncle Frederick Soundtrack,Krowne,,11,20424,1,4
13354,Works 2006-2007,Eric Boros,8/10/2011,7,3156,0,0
13355,Thkad..,THKAD,1/20/2013,3,1805,0,0
13356,Inner Vacuum,Organoid,1/21/2013,11,6326,0,0
13359,Born Punk,Sam Gas Can,,10,7021,0,0
13361,Freaks At A Wake (Monotron),Keshco,12/24/2012,2,7111,0,0
13364,WHNZ:48:NTHSTH,A.M/Uton,1/23/2013,7,1156,3,0
13365,WHNZ:49:AMU,NTHnth STHsth,1/23/2013,5,818,0,0
13366,Below the Green,Misay Day,1/07/2013,5,2629,1,4
13367,WWW,sirqueue,,18,3545,0,1
13370,"Live on CKUT's New Shit, January 21, 2013",Babi Audi,,1,1100,0,0
13371,Dodecaheadroom,Edward Shallow,,10,31952,2,0
13372,arche,tomas gris,1/23/2013,1,524,0,0
13375,Conflicting Landscapes,She Said Destroy,4/30/2012,3,1214,0,0
13376,Sultry Daggers,the tunnel,11/20/2012,10,3045,1,0
13377,SWEET BOMBS,Music Komite,1/07/2013,7,3735,1,0
13378,"HZ-VA002: ""amorphous""",Various Artists,1/24/2013,18,5833,0,0
13379,"Live on WFMU's Three Chord Monte - Jan 22, 2013",The Piggies,1/22/2013,9,5077,0,0
13380,"Live on WFMU's Three Chord Monte with Joe Belock - Jan 15, 2013",Triple Hex,1/15/2013,7,1926,0,0
13381,The Silence Industry,the silence industry,6/15/2007,7,4721,1,0
13386,The Pomegranate Cycle,Textile Audio,1/26/2013,16,38716,6,0
13387,[EPV_118] cult,SANMI,1/25/2013,5,1642,1,0
13390,Ala Social Net 2012 - Netlabel Live Session,Various Artists - Ala Social Net,1/22/2013,1,813,1,0
13392,winterreise,brice catherin,1/27/2013,1,1546,0,0
13394,Forgotten Machines,Decktonic,12/05/2012,19,24247,1,2
13395,Counterpoint,Sick To The Back Teeth,1/28/2013,53,11939,1,2
13396,Pop in Bouvet - Vol.1,Mike Morton,,28,1827,0,0
13397,oblivion,Vesme Dreamchatcher Kiong,,12,3638,0,0
13399,Demo #1,Jenifer Avila,1/20/2009,9,11147,4,2
134,Birdlike Movements,Celesteville,1/07/2009,9,907,0,0
13401,Live on Distort Jersey City with Deed Runlea 1/23/13,The Guts,1/23/2013,18,2435,0,0
13403,Live on WFMU's The Long Rally with Scott McDowell 1/25/13,Golden Retriever,1/25/2013,1,925,0,0
13406,Ryoma Maeda - Girls Sumo Ending Theme,Ryoma Maeda,,1,1215,0,0
1341,Live at WFMU on Acapulco Dance Party on 4/20/2006,Steve Mackay,4/20/2006,1,1809,0,0
13410,"""I Got A Line""",Johnny Salvage,,1,1578,0,0
13411,"""Don't Give Up On Me""",Craycrays,,2,925,0,0
13414,Live on WFMU's Airborne Event with Dan Bodah - Jan 14. 2013,Twins of El Dorado,1/14/2013,27,1909,0,0
13417,Clochette,Radikal satan,,12,1873,0,1
13423,Sirin,Jari Pitkanen,7/01/2012,6,1745,0,0
13424,liber 1 – metempsychosis,the hermit,2/01/2013,33,3139,1,0
13425,January,Mr. & Mrs. Smith,,8,4860,1,0
13433,Midnight Sun,Peter DiPhillips,2/02/2013,6,7514,2,1
13435,Cheese Wizards,Guitar Wizards of the Future,3/07/2012,17,7980,0,0
13437,Great Stewardship,Gutterhulk,6/12/2012,8,2171,0,0
13438,Coco,Lee Rosevere,2/01/2007,6,8680,0,0
13440,Aftermath EP,Plastic Flowers,2/04/2013,4,3434,1,0
13441,The Art Of Boredom I,The Basic Income Earth Network,,44,2602,0,0
13442,The Mutwawa Mess-Ups,FACIALMESS/ MUTWAWA,,13,536,0,0
13443,Music From The Middle Room,Bleak House,,25,57262,3,2
13444,Complications Set In,Riasni Drova Consort,2/05/2013,5,944,0,0
13445,Omens & Talismans,Farthest South,2/10/2013,2,1794,1,0
13448,II,BJ Block & Dawn Pemberton,2/05/2013,8,16042,4,0
13449,The Land of Make Believe,BJ Block & Dawn Pemberton,4/06/2011,8,19519,2,3
13452,Ophiuchi [Deluxe],theAudiologist,2/07/2013,24,5785,0,0
13453,Solo @ Cafe OTO,Nikos Veliotis,,1,723,0,0
13455,BLM​:​50 RAISE THE BLACK LANTERN,Black Lantern Music,,53,20988,3,2
13456,Roswell Radio Cult,The Fucked Up Beat,2/07/2013,10,8135,1,4
13457,Peninsula Music (Mixtape 2011),Southern Nights,7/04/2011,19,6787,0,0
13458,Loving Foolishness with a Degree of Hope,Agonidaeline,6/02/2012,5,2489,0,0
13459,Run From You,Inom,5/26/2012,4,6606,0,0
13462,Love(d),Just Plain Ant,1/08/2013,3,1479,0,0
13463,netBloc Vol. 41: Brought to you by the numerals 4 and 1,netBloc Artists,1/25/2013,15,20823,2,0
13465,Agony Through Ceremony XE,The Scallions,2/08/2013,175,32616,3,0
13466,The 'Glasgow Jihad' EP,Machines In Heaven,,4,1571,2,0
13467,Tunnel Of Love,Tunnel Of Love,,19,3518,1,0
13468,Tour Tape Number 1,The Woolen Men,,3,1846,0,0
13469,Lame Drivers split tape,The Woolen Men,,3,841,0,0
13470,Live at Zebulon,Aaron Rosenblum,9/04/2012,2,1051,0,1
13474,Live at Eyebeam 1/21/13,Hell Hoarse,1/21/2013,5,240,0,0
13478,Wiggle,Dr. Wylie,10/18/2011,10,48758,4,0
13479,AtlanThis 2,Various Artists (Enough Records),2/11/2013,37,7764,1,1
13482,trevas redux,atelier o divino,2/11/2013,3,505,0,0
13486,Snowboarder,Snowboarder,2/13/2013,6,6080,1,0
13493,Transient Series II.1: Jürg Frey: Unhörbare Zeit,Jürg Frey,,40,5786,1,0
13494,Decktonic and Jake Allison Present Z-Saber and Night Drive Remixed,Decktonic,2/14/2013,21,27283,0,0
13496,"Live at WFMU on 100% Whatever with Mary Wing - January 17, 2013",Plumerai,2/14/2013,14,3953,2,1
13498,Buoy,Carsie Blanton,7/22/2009,11,6269,2,0
13499,"Live on WFMU's Cherry Blossom Clinic - Feb 2, 2013",Parquet Courts,2/02/2013,14,3249,3,0
135,Vast and Sad,Celesteville,1/01/2002,7,1775,0,0
13500,cloud becomes your hand,cloud becomes your hand,9/16/2010,9,2076,0,0
13501,doggy paddle tore tape 2011,cloud becomes your hand,7/11/2011,9,822,0,0
