artist_id,artist_name,artist_active_year_begin,artist_active_year_end,artist_members,artist_favorites,artist_comments,artist_location
14093,Caroline Gorman,2012,2025,,0,0,NYC
14094,Jack Moulton,2012,2025,,0,0,
14095,Afrocubism,2012,2025,Eliades Ochoa Toumani Diabate Bassekou Kouyate Kasse Mady Diabate Djelimady Tounkara Fode Lassana Diabate,5,0,
14096,The Field,2012,2025,Axel Willner,0,0,
14097,The Pop Group,2012,2025,,4,2,
14098,LAZY,2012,2025,"Brock (vocals, guitar, bass), Sarica (guitar, vocals), Zach (bass, guitar, vox), Billy (drums)",2,0,"Kansas City, USA"
14100,Bachsung,2012,2025,"Gabriella Pugliese, Todd Collins, Mike Featherston",2,0,Los Angeles
14101,Setec,2012,2025,Joshua Gibbs,5,0,"Sydney, Australia"
14102,Fhernando,2012,2025,,16,1,Mexico
14103,J. Zagers,2012,2025,Jeff Zagers,1,0,"Savannah, GA"
14104,CHLLNGR,2012,2025,Steven Jess Borth II,0,0,"Copenhagen, Denmark"
14105,Isle,2012,2025,Michael Maleki Tobi Echevarria Brandon Warren Dave Doelker Brendan Peppler,5,0,"Pensacola, Florida"
14106,Radioactive Pussy,2012,2025,Yuko Tonohira Ayumi Hirai Minori Nakamura Chuck Bettis,0,0,"Brooklyn, NY"
14108,Leaving,2012,2025,,0,0,
14109,Salamander,2012,2025,,0,0,
14110,FM Raster,2012,2025,,1,0,
14111,Jane Harris,2012,2025,,0,0,
14112,James Ireland & Andrew Sinclair,2012,2025,,0,0,
14114,Chris Cobilis,2012,2025,,0,0,
14115,Craig McElhinney,2012,2025,,0,0,
14116,Solar Barge,2012,2025,,0,0,
14117,Brown,2012,2025,,0,0,
14118,The Gulls,2012,2025,,0,0,
14119,Eleventeen Eston,2012,2025,,0,0,
14120,Ourobonic Plague,2012,2025,,2,0,
14121,ONO,2012,2025,ONO East Coast Tour Summer 2014 - Participants : Travis Travis - vocal P. Michael -Bass/beats DaWei Wang - guitar Jesse Thomas - guitar Rebecca Pavlatos - keyboard Adam Wolak - drums,4,0,"Chicago, IL"
14123,andybrannan,2012,2025,,0,0,
14124,Audionautics,2012,2025,,0,0,
14125,Benboncan,2012,2025,,0,0,
14126,Corsica S,2012,2025,,0,0,
14127,costaipsa,2012,2025,,0,0,
14130,elektroproleter,2012,2025,,0,0,
14132,gelo-papas,2012,2025,,0,0,
14135,shall555,2012,2025,,0,0,
14136,tlipfert,2012,2025,,0,0,
14137,Tomlija,2012,2025,,1,0,
14138,Toybox,2012,2025,,0,0,
14141,Fonogram,2012,2025,,0,0,
14142,Josh Mason,2012,2025,,0,0,
14143,Pecora Pecora,2012,2025,,0,0,
14144,Walltaper,2012,2025,,1,0,
14145,Pop/Soda,2012,2025,,0,0,
14146,Rawpass,2012,2025,,1,0,Tokyo & Kyushu
14148,Starless,2012,2025,,0,0,
14149,The Starlets,2012,2025,,0,0,
14150,Smokestack,2012,2025,,0,0,
14151,The Squelchers,2012,2025,,0,0,
14152,Mean Moon,2012,2025,,9,0,
14155,DubRaJah,2012,2025,Sergey Gabbasov,0,0,Russia
14156,Sam Gillies,2012,2025,,0,0,
14157,Chemical Peel,2012,2025,,1,0,South Carolina
14158,Known Ocean,2012,2025,,4,0,UK
14159,Potty Mouth,2012,2025,Abby - Rhythm Guitar / Lead Vocals Phoebe - Lead Guitar Ally - Bass Victoria - Drums,2,1,Massachusetts
14160,Samoln,2012,2025,Sam Bardsley,3,0,Berlin
14161,Benton-C Bainbridge,2012,2025,,0,0,
14163,The  Easton Ellises,2012,2025,,8,0,Canada
14164,Zulus,2012,2025,Aleksander Prechtl Daniel Martens Jeremy Scott Julian Bennett Holmes Noah Kardos-Fein,0,0,"Brooklyn, NY"
14165,Carter Thornton,2012,2025,,0,0,
14166,Howie & Ann Mitchell,2012,2025,,1,0,
14167,piacente & de angelis,2012,2025,pablo javier piacente mauro de angelis,0,0,buenos aires
14168,Michael Chapman & The Woodpiles,2012,2025,,23,7,
1417,Steve Wynn,2008,2025,,10,6,"New York, NY"
14170,Inperfektion,2012,2025,,0,0,
14171,Salakapakka Sound System vs. The Day Of The Antler,2012,2025,,0,0,Finland
14172,Halloween,2012,2025,Waylon - guitar Kyle - drums,26,3,"Monterey, CA/Lake Butler, FL"
14174,IOTA,2012,2025,,0,0,
14175,Horten V3,2012,2025,,0,0,
14176,Kenei,2012,2025,,0,0,
14177,Didier Logan,2012,2025,,0,0,
14178,Niak,2012,2025,,1,0,
14179,Mallock,2012,2025,,0,0,
14180,Moana,2012,2025,,1,0,
14181,Salsheevers,2012,2025,,0,0,
14182,Lomic,2012,2025,,0,0,
14183,Motenai + My Name is nobody,2012,2025,,0,0,
14184,Tosaka,2012,2025,,0,0,
14185,Baikonour_01,2012,2025,,0,0,
14186,Scott Sherk,2012,2025,,0,0,
14187,C. Fieldechoes,2012,2025,,0,0,
14189,Erothug,2012,2025,RMF Koo,5,1,"Melbourne, Australia"
14190,Okey Szoke,2012,2025,,1,0,
14191,Whipsta,2012,2025,,0,0,
14192,Madcat,2012,2025,,0,0,
14193,X-Cute,2012,2025,,0,0,
14194,Jacki Zebraz,2012,2025,,0,0,
14195,Peter DiPhillips,2012,2025,,4,0,
14196,?alos,2012,2025,Stefania Pedretti,2,0,Italy
14197,Rhys Lloyd Morgan,2012,2025,Rhys works alone,5,1,"Bridgend
Wales
CF31 2LB"
142,The Functional Blackouts,2001,2006,DR. FILTH - Guitar MAC BLACKOUT- Guitar COS THE BOSS- Drums BRIAN NERVOUS - Vocals DIRT MARK - Bass,0,0,"Chicago, IL"
14206,Tours,2012,2025,,44,6,"Philadelphia, Pennsylvania"
14207,ghostandthesong,2012,2025,Matthias Kanik,5,1,Berlin
14208,Risey,2012,2025,,9,1,
14209,Marc Burt,2012,2025,,4,0,
14210,Dave Kent,2012,2025,,0,0,
14211,Redmann,2012,2025,,4,1,
14212,Phish Funk,2012,2025,,0,1,
14213,Online Funkstream,2012,2025,,2,0,
14214,Space Invaders v Psychadelik Pedestrian,2012,2025,,1,0,
14215,Beat Doctor,2012,2025,,4,0,
14216,JMD v Kube,2012,2025,,0,0,
14217,Max Grin,2012,2025,,2,0,Russia
1422,Xela,2008,2025,,5,0,UK
14221,Dark Ages,2012,2025,,0,0,"Kansas City, MO"
14222,No Class,2012,2025,,1,0,"Kansas City, MO"
14223,Precious,1994,1994,Josh Blair - drums Jerry Lim - guitar & vocals Gabe Andruzzi - guitar & vocals Jeremy Boyle - bass,0,0,"St. Louis, MO"
14224,Dikes of Holland,2008,2025,"John Paul Bohon, Christopher Stephenson, Phillip Dunne, Trey Reimer, Liz Burrito",2,0,"Austin, TX"
14225,Skeletons Big Band,2012,2025,,0,0,
14226,1-PARAL-LEL,2012,2025,,0,0,
14227,2-PARAL-LEL,2012,2025,,0,0,
14228,3-PARAL-LEL,2012,2025,,0,0,
14229,04_Elements,2012,2025,,0,0,
1423,Yan Yalego,2008,2025,,4,0,
14230,07_Elements,2012,2025,,0,0,
14231,08_Elements,2012,2025,,0,0,
14232,Alan McLean,2012,2025,,0,0,
14233,Alia Eleu Thera,2012,2025,,0,0,
14234,Art Electronix,2012,2025,,1,0,
14235,Blu Simon Wasern,2012,2025,,0,0,
14236,Brandstifter,2012,2025,,1,0,
14237,Bryan  Lewis Saunders,2012,2025,,0,0,
14238,Chilton Taylor Thompson,2012,2025,,0,0,
14239,Chris and Dave,2012,2025,,0,0,
14240,Christophe Guiraud and David Ryan Quartet,2012,2025,,0,0,
14241,Christophe Guiraud and Ensemble La Grive,2012,2025,,0,0,
14242,C.P. McDill,2012,2025,,0,0,
14243,Espron,2012,2025,,0,0,
14244,ET,2012,2025,,0,0,
14245,Evan Parker and konstruKt,2012,2025,,3,0,
14246,Feeding Goats,2012,2025,,0,0,
14247,Fluorescent Grey and Thorsten Soltau with Marina Stewart,2012,2025,,0,0,
14248,Gburek Ossowska,2012,2025,,0,0,
14249,Izumi Yamamoto,2012,2025,,0,0,
1425,C. Spencer Yeh,2008,2025,,4,0,
14250,Jeanette Luchese,2012,2025,,0,0,
14251,Klang Zvuk Som,2012,2025,,0,0,
14252,Kommisar Hjuler and Cody Brant,2012,2025,,0,0,
14253,"konstruKt, Peter Brötzmann, Hüseyin Ertunç and Dogan Dogusel",2012,2025,,0,0,
14254,LIL Moonroom Sin Senal,2012,2025,,0,0,
14255,MaCu_Murmurists,2012,2025,,0,0,
14256,Mat Gabo,2012,2025,,0,0,
14257,Miquel Parera Jaques and Computadora,2012,2025,,0,0,
14258,Nick Hennies and Sean O'Neill,2012,2025,,0,0,
14259,Nissim Schaul,2012,2025,,0,0,
1426,Yellow Swans,2008,2025,,22,0,"Portland, OR"
14260,Pablo Orza,2012,2025,,0,0,
14261,The NSJ Crew,2012,2025,,9,0,"Minneapolis, Minnesota"
14262,Paul Mimlitsch,2012,2025,,1,0,
14263,Peter Thoegersen,2012,2025,,1,0,
14264,Ross Ackerman,2012,2025,,0,0,
14265,Saïtam and Chevo Légé,2012,2025,,0,0,
14266,Sean O'Neill,2012,2025,,0,0,
14267,Stadtfischflex and Murmurists,2012,2025,,0,0,
14269,Steven Pottle and SIFIR,2012,2025,,0,0,
14270,The Jazzfakers,2012,2025,,0,0,
14271,The Knot,2012,2025,,0,0,
14272,Truckers of Husk (The Failed NASA Experiment remix),2012,2025,,0,0,
14273,Uwe Bastiansen,2012,2025,,0,0,
14274,Uwe Bastiansen and Xyramat,2012,2025,,0,0,
14275,V.A.G.U.E,2012,2025,,0,0,
14276,Xo,2012,2025,,0,0,
14277,Herve Perez,2012,2025,,1,0,
14278,Dead Doves,2012,2025,,0,0,Oneonta New York 13820
14279,Plastic Flowers,2011,2025,G and Anjel,14,0,"SKG, Greece"
14280,Immaculate Emotion Engines,2012,2025,,3,1,
14281,Chuck Bettis & Joe Merolla,2012,2025,Chuck Bettis - electronics Joe Merolla - cello,0,0,"Brooklyn, NY"
14285,L.G.T.A.I.D.L.E. Antenne Drôme,2012,2025,,0,0,
14286,Musik Studio,2012,2025,,0,0,
14287,Noisumon,2012,2025,,0,0,
14288,Allison,1982,2025,A (& H&M),1,0,"Baltimore, Maryland"
14289,exercise,2012,2025,leonardo amico leonardo balardinelli,0,0,italy
14290,Alphabethead,2012,2025,,0,0,
14291,klimperei,1985,2025,Christophe Petchanatz,0,0,France
14292,Fran Ilich,2012,2025,,0,0,
14294,Mikael Jorgensen and Travis Thatcher,2012,2025,,2,0,
14295,Pinche Tirano,2012,2025,,1,0,
14296,Evils That Never Came,2012,2025,,5,0,"Eagle Rock, California, USA"
14297,Godblesscomputers,2012,2025,"Lorenzo 'Nada' is an italian dj/producer now based in Berlin who records and performs live as Godblesscomputers. In the last ten years he produced many albums, ep and mixtapes as different names and groups. Godblesscomputers is a project born in 2011 in Berlin and sounds like wood, metal and microchip.",5,2,Berlin
14298,Ghastly Spats,2012,2025,"Laura Hunt, Heather Swan, Lincoln Brown, Colin Thompson",0,0,"NSW, Australia"
14299,The Gooch Palms,2012,2025,,0,0,"NSW, Australia"
143,Fursaxa,2002,2025,Tara Burke,23,0,"Philadelphia, PA"
14300,Straight Arrows,2012,2025,,1,0,"NSW, Australia"
14301,Lenin Lennon,2012,2025,"Robert Nedeljovik, James Blayden, Scott Gilbert",0,0,"Newcastle, NSW, Australia"
14302,Amateur Childbirth,2012,2025,Ivan Matthew Hicks,0,0,"Queensland, Australia"
14303,Circular Keys,2012,2025,,0,0,"Victoria, Australia"
14304,Von Einem,2012,2025,,0,0,"Victoria, Australia"
14305,Love Chants,2012,2025,"Anthony Guerra, Michael Zulicki and Matt Earle",0,0,Australia
14306,Half High,2012,2025,Lucy Phelan and Matthew P. Hopkins.,0,0,"NSW, Australia"
14307,Chris Cook,2012,2025,,1,2,London
14308,High Wolf,2012,2025,,2,0,
14309,Swami Binton,2012,2025,,0,0,
14310,Leather Feather,2012,2025,,0,0,"Newcastle, NSW, Australia"
14311,Teen Ax,2012,2025,,0,0,"NSW, Australia"
14312,Brainbeau,2012,2025,,0,0,"Queensland, Australia"
14313,xNoBBQx,2012,2025,Matt Earle and Nick Dan.,2,0,Australia
14314,Oranj Punjabi,2012,2025,,1,0,"Victoria, Australia"
14316,Orinokoflo,2012,2025,"Cooper Bowman, Sam Kenna and Mark Leacy.",0,0,"Victoria, Australia"
14317,Chronox,2012,2025,,9,0,"Victoria, Australia"
14318,Soft Power,2012,2025,Joel Stern and Andrew McLellan.,3,0,"Queensland, Australia"
14320,Infinite Livez,2012,2025,,6,1,"Berlin, Germany"
14322,The Dick Burrills,2012,2025,"""...just a collection of zeros and ones... maybe about a paragraph long.""",0,0,Los Angeles/ San Francisco
14324,John Paul Keith and The One Four Fives,2012,2025,"John Paul Keith - guitar, vocals; John Argroves - drums, vocals; James Godwin - bass",1,0,"Memphis, TN"
14325,Herzog Rising,2012,2025,Rene J. Nunez Arturo Robinson Yuri S. Bordas Melvin Zantua,0,0,"Brooklyn, NY"
14328,Oddish,2012,2025,,2,0,"Salvador, Bahia, Brasil"
14329,Fred Beats,2012,2025,,1,0,
1433,Z'EV,1963,2025,,11,1,TERRA
14330,Emijota,2012,2025,,0,0,"Bahia, Brasil"
14331,Lívia,2012,2025,,2,0,"Salvador, Bahia Brazil"
14332,Lá Eles,2012,2025,,9,0,"Bahia, Brazil"
14333,Duda Nunes,2012,2025,,0,0,"Bahia, Brasil"
14334,Go-qualia,2012,2025,,7,1,Japan
14335,nanonum,2012,2025,,0,0,
14336,NOEL-KIT,2012,2025,,0,0,
14337,Asohgi,2012,2025,,0,0,
14338,flady,2012,2025,,0,0,
14339,Leggysalad,2012,2025,,5,5,
1434,Zaika,2003,2025,"Tom Carter, Marcia Bassett",8,0,
14340,Tim Brady,2012,2025,,0,0,
14341,Acid Problem,2012,2025,"ACC, BABDALE, GRM, MJG",0,0,"Brooklyn, NY"
14342,Estrogen Highs,2012,2025,"Stefan Christensen, Mark Scialabba, Wes Nelson, Ross Menze, Kryssi Battalene",1,1,"New Haven, CT"
14343,White Wires,2012,2025,"Gary Voicemail, Download Claude, Peach Kelli Pop",4,0,"Ottawa, Canada"
14344,Bee and Flower,2012,2025,"Dana Schechter, Roderick Miller, Lynn Wright, Joni Heine, Thomas Fietz, Jon Petrow, Ethan Donaldson, Anton Sword",2,0,"New York City, NY and Berlin, Germany"
14345,Shoxx,2012,2025,,0,0,"Brooklyn, NY"
14347,Dana Kunze,2012,2025,,0,0,London
14348,Sci Fi Industries,2012,2025,Luis Van Seixas,4,0,Portugal / USA
14349,THF Drenching & Karl D'Silva,2012,2025,,0,0,
14353,Titmachine,2007,2025,Jana: voc / keyboard / guitar Djamilla: guitar Jodee: bass / voc Pascale: drums,1,0,Netherlands / Belgium / Germany
14354,David Behrman,2012,2025,,1,0,
14355,Wooden Ambulance,2009,2025,"Tibor Takács - clarinet, saxophone, bell Boris Čegar – piano, organ, backing vocals Davor Bašić Palković – bass guitar, backing vocals Srđan Terzin – guitar, accordion, keyboards Goran Grubišić – vocal, backing vocals, guitar, banjo guitar, xylophone, glockenspiel, shaker, hand claps, harmonica Rudolf Kovács – drums, tambourine Bernadett Brestyánszki – cello, flute Dína Brestyánszki – violin also ocassionally (used to played) with: Dušan Filimonović (organ, analog synth, bass) Predrag Vernački (balalaika) Csaba Pasztor (violin) Dragan Đurić (guitar, synth) Daniela Mamužić (voice, keys, guitar, harmonica) Ozren Lazić (drums) Predrag Majkić (drums)",29,0,"Subotica, Serbia"
14356,ioflow,2012,2025,,0,0,
14357,Clorofila Azul,1997,2025,Hugo Santos,2,0,"Oporto, Portugal"
14358,DJ Harrison,2012,2025,,14,0,"Richmond, Virginia"
14361,The Canoes,2012,2025,"Sam Durkes--Drums, vocals Rory MacPhail--Shredding guitar, Christmas bells Alex Teller--Bass, Vocals, Egg shaker Elliott Teller--Lead guitar, Vocals",1,0,Chicago
14362,Pow Wows,2012,2025,"Lauretta Tagli, Anthony Caldarisi, Kyle Olsen",2,0,"Toronto, Canada"
14363,Spray Lodge,2012,2025,Spray Lodge,4,0,"Tampa, FL"
14364,Default Jamerson,2012,2025,Marcus Cook,0,0,"Victoria, Australia"
14365,Eko Eko Azarak,2012,2025,Emma Albury,1,0,"Victoria, Australia"
14366,Justin Fuller,2012,2025,Justin Fuller,0,0,"Victoria, Australia"
14367,The Mess Around,2012,2025,"Dave Harrison, Mark Wheeler, Nick Petropoulos, Greg Libbee",0,0,"Brooklyn, NY"
14368,Nomad,2012,2025,,0,0,"NYC, NY"
14372,Everlone,2012,2025,,21,0,London
14373,Morsa,2012,2025,Manuel Guimarães,13,1,"Lamego, Portugal."
14374,Nada Surf,2012,2025,"Matthew Caws, Daniel Lorca, Ira Elliot",1,0,New York
14375,Sandrider,2012,2025,,0,0,
14376,The Family Crest,2012,2025,"Liam McCormick, John Seeterlin, Charlie Giesige, Laura Bergmann, Lucas Chen, Owen Sutter",0,0,
14377,The Walkabouts,2012,2025,"Chris Eckman, Carla Torgerson, Michael Wells, Glenn Slater, Terri Moeller, Paul Austin",0,0,
14378,Zoe Muth,2012,2025,,0,0,
14379,Alabama Shakes,2012,2025,,0,0,
1438,Emma Peel,1993,1996,"Lizzie Avondet, Kurt Wolf, Harri Kupiainen, Rebecca Gaffney, Bliss Blood",1,0,
14380,Banner Pilot,2012,2025,"Nate Gangelhoff, Corey Ayd, Nick Johnson, Dan Elston-Jones",1,0,
14381,BAYB,2012,2025,,0,0,
14382,Blouse,2012,2025,"Charlie Hilton, Jacob Portrait, Patrick Adams",2,0,"Portland, Oregon"
14383,Boogat,2012,2025,,0,0,
14385,Brokaw,2012,2025,"Rick Troy, Mike Henderson, Rich Medic, Stuart Dahlquist",0,0,"Seattle, Washington"
14388,Blue Sky Black Death,2012,2025,"Kingston Maguire, Ian Taggart",1,0,
14390,Orkestar Zirkonium,2012,2025,"Stephen Lohrentz, Eric Padget, Whitney Neufeld-Kaiser, Jeff Walker, Scott Rinnan, Jerry Neufeld-Kaiser, Donn Cave, Kevin Hinshaw, Ivan Molton, Sari Breznau, Matt Manges, Anne Mathews, Greg Bumpus",0,0,
14392,Veronica Falls,2012,2025,"Roxanne Clifford, Patrick Doyle, Marion Herbain, James Hoare",4,0,
14393,Barry Adamson,2012,2025,,0,0,
14396,Dry The River,2012,2025,,2,0,"London, UK"
14398,Fan Fiction,2012,2025,"William Bernhard, Bo Gilliland, Lucien LaMotte, Paul Culala, Steven Rossan",0,0,"Seattle, Washington"
14399,Fatal Lucciauno,2012,2025,,1,0,"Seattle, Washington"
144,Fuzz Unlimited,2008,2025,Mike Bell Jim McPherson Darryl Dardenne,2,0,PO Box 11568 / Balt MD 21229
1440,Loren MazzaCane Connors,2008,2025,Suzanne Langille Neel Murgai,20,0,
14400,Live Wyya,2012,2025,,0,0,"Ochos Rios, Jamaica"
14401,Mark Lanegan,2012,2025,,0,0,"Seattle, Washington"
14404,The Asteroids Galaxy Tour,2012,2025,Mette Lindberg and Lars Iversen,1,0,"Copenhagen, Denmark"
14405,Cate Le Bon,2012,2025,,4,0,
14406,The Needy Visions,2012,2025,,2,0,"Boston, MA"
14409,Saralee,2012,2025,"Sara, Lee",0,0,"Boston, MA"
14410,Pile,2012,2025,,0,0,
14411,Exusamwa,2012,2025,"Doug DeMay, Angela Sawyer, Nell MaLuf, and Anne Marie Cammett",1,0,
14412,Doomstar,2012,2025,,0,0,
14413,Kid Romance,2012,2025,,0,0,
14414,Cuffs,2012,2025,,0,0,"Boston, MA"
14415,Skimask,2012,2025,,0,0,
14416,Kal Marks,2012,2025,,0,0,
14417,Ming Ming,2012,2025,,2,0,
14418,Andrew Bisset,2012,2025,,7,0,"Boston, Massachusetts"
14419,Spider Bags,2012,2025,"Dan McGee - Guitar, vox Steve Oliva - bass Rock Forbes - Drums Clarque Blomquist - Guitar",7,0,"Chapel Hill, NC"
14420,Advent Chamber Orchestra,2003,2025,,65,7,"Bolingbrook, Illinois"
14421,Sane Masayuki,2012,2025,,1,1,"Saitama, Japan"
14422,dUAS sEMIcOLCHEIAS iNVERTIDAS,2012,2025,Boris Desmarques X Trigueiros Gee Bees Roller Mars Flapi soRRisoeMeio O Gémeo Buga das Coubz,5,0,Lisbon
14423,dUASsEMIcOLCHEIASiNVERTIDAS,2012,2025,,7,0,Lisboa
14424,Christopher Strickland,2012,2025,,0,0,"Montréal, Québec"
14425,Trans Atlantic Rage/Balogh,2011,2025,Trans Atlantic Rage Shadow Entity Wizard= Jared C. Balogh Echo Tranquility= Lisa Farrow,16,3,"Bethlehem, Pennsylvania"
14427,fm,2012,2025,Francis Michael,2,0,"Sydney, Australia"
14428,sound collision alliance,2012,2025,darren bartolo sam krahn sarah ritch,0,0,chicago
14429,Divorce Money,2012,2025,,0,0,"Brooklyn, USA"
14430,Vesme Dreamchatcher Kiong,2012,2025,,2,0,
14433,Dream Metaphor,2012,2025,,0,0,
14434,Eletrólise,2012,2025,,3,0,Portugal
14435,Organic Anagram,2012,2025,,1,0,Portugal
14436,Prolepse,2012,2025,,1,0,
14437,Dedxound,2012,2025,,0,0,
14438,e:4c,2012,2025,,1,0,Portugal
14439,Massa Última,2012,2025,,0,0,
14440,Structura,2012,2025,,1,0,"Lisbon, Portugal"
14441,arcano zero,2012,2025,,1,0,Portugal
14442,Sangre Cavallum,2012,2025,,0,0,
14443,Triarca,2012,2025,,0,0,
14444,Morgor,2012,2025,,0,0,
14445,Stalker Vitki,2012,2025,,0,0,
14446,Souls of Nephilims,2012,2025,,5,0,"Lisbon, Portugal"
14447,Haze Maze,2012,2025,,0,0,
14448,Merankorii,2012,2025,,1,0,
14449,Sparagmos,2012,2025,André Coelho,1,0,Portugal
14450,VelgeNaturlig,2012,2025,,0,0,
14451,The Joy of Nature,2012,2025,,0,0,
14452,Nhoin,2012,2025,,2,0,Portugal
14453,Systemic Failure,2012,2025,,2,0,Portugal
14454,Vysehrad,2012,2025,,2,1,Portugal
14455,Barcos,2012,2025,,0,0,
14456,C-Doc,2012,2025,,16,4,
14457,MI-GU,2003,2025,"Yuko Araki (drum / vocals) with Hirotaka ""Shimmy"" Shimizu (guitar / producer)",3,1,"Tokyo, Japan"
14458,Gay Witch Abortion,2012,2025,Shawn Walker and Jesse Bottomley,1,0,"Minneapolis, Minnesota"
14459,Trepanning,2012,2025,Jessi- Bass Scott- Drums Jason- Synth Justin- Guitar/Vox,1,0,"Brooklyn, NY"
14461,k9d,2012,2025,,2,0,
14462,1-800-Band,2012,2025,"Al Huckabee - vocals, guitar; Polly Watson - keys, vocals; Robbie Kongress - bass; Aaron carroll - drums",5,0,"Brooklyn, NY"
14468,deeB,2012,2025,,18,1,
14474,The Everymen,2012,2025,"Mike V, Catherine Herrick, Scott Zillitto, Stephen Chopek, Jamie Zillitto, Jake Fiedler, Geoff Morrissey and Tom Barrett",1,0,New Jersey
14476,S.J. Mellia,2012,2025,,12,4,
14485,Marco Cher-Gibard,2012,2025,,0,0,
14486,Hellcore,2012,2025,,2,0,
14487,The Matt Kurz One,2012,2025,,1,0,
14488,Vampire Lezbos,2012,2025,,0,1,
14489,"Kevin Norton with Angelica Sanchez, Esther Noh, & J.D. Parran",2012,2025,,0,0,
14490,Pauline Oliveros / James Ilgenfritz,2012,2025,,2,0,
14491,Dave Ballou,2012,2025,,0,0,
14492,Roman Stolyar & Ed Sarath,2012,2025,,1,0,
14493,Theresa Wong,2012,2025,,0,0,
14494,Oliver Lake with the Creative Arts Orchestra,2012,2025,,3,0,
14495,Alexandre Bateiras,2012,2025,,24,0,
14498,Pedro Buschi,2012,2025,,0,0,Argentina or Spain
14499,Machinefabriek,2012,2025,,0,0,
145,Gang Wizard,2008,2025,,3,0,"Los Angeles, CA"
14500,Bombay Rickey,2012,2025,"Kamala Sankaram: vocals, accordion Drew Fleming: guitar, vocals Jeff Hudgins: alto sax, vocals Gil Smuskowitz: upright bass Timothy Quigley: percussion",4,0,"Brooklyn, NY."
14501,Wyldlife,2012,2025,"Dangerous Dave - vocals; Switchblade Samm - guitar, vocals; Ray Guns - bass, vocals; Rusty Russ Barrnett",0,0,"Jersey City, NJ"
14502,Jota_a_ene,2012,2025,,2,1,
14503,Dissolved / Nonima,2012,2025,P. Daniels T. Ferrans,4,0,
14507,Chamfer,2012,2025,Ben White,1,0,Berlin
14508,J.Walker & The Crossguards,2012,2025,Justin Walker : Vox & Guitar Scottie Stone : Drums Stephen Nawara : Bass Dave Gifford : Organ,2,0,"Detroit, Mi."
14510,yan_g,2005,2025,Yann Guillermou,3,0,France
14511,Pandacetamol,2012,2025,Paul Alexander and Mark Rushbury,13,0,
14512,Dsk-2000,2012,2025,,0,0,
14513,Eric Villa,2012,2025,Eric Villa : Vox & Guitar Ben Luckett : Drums,1,2,"Detroit, Mi."
14514,Laura Finlay,2012,2025,Laura Finlay : Vox Adam Cox : Piano Jake Culkowski : Bass Ben Luckett : Drums Stephen Nawara : Guitar,4,0,"Detroit, Mi."
14515,Loretta Lucas,2012,2025,"Loretta Lucas : Vox, Synth, Ukulele Berene Ekine : Branches",3,0,"Detroit, Mi."
14516,Fishheads,2012,2025,"""Fast"" Eddie Altesleben : Vox & Drums Eric Villa : Guitar & Trumpet",2,0,"Detroit, Mi."
14517,K.I.D.S.,2012,2025,"Deleano Acevedo : Vox, Drums, Guitar, Bass, & Synth",1,0,"Detroit, Mi."
14518,Skinny Wrists,2012,2025,Dina Bankole : Vox & Flying V Ben Luckett : Drums Jonathan Scheiderer : Rhodes Stephen Nawara : Bass,2,0,"Detroit, Mi."
14519,Darkred,2012,2025,"Rob Smith : Vox, Bass, & Loops Chris ""CT"" Turner : Drums",0,0,"Detroit, Mi."
14521,The Dick Burrill's,0,2025,"Lee Lorenzo Lynch, Brett Austin Eastman",2,0,Los Angeles/ San Francisco
14522,Kenny Tudrick,2012,2025,Kenny Tudrick : Everything,1,0,"Detroit, Mi."
14524,Furtherset,2012,2025,,2,1,"Perugia, Italy"
14525,Body Holographic,2012,2025,Alyssa Jones : Vox & Guitar Sarena Ridley : Drums & Vox,0,0,"Detroit, Mi."
14526,Yon Visell & Irene Moon,2012,2025,,0,0,
14527,esQuire,2012,2025,esQuire : Vox Marcie Bolen : Vox Chris Peters : Music,0,0,"Detroit, Mi."
14528,Sros Lords,2012,2025,Morgan Blank : Vox & Guitar Al Adams : Synth Phil Dworecki : Bass Jamie Cherry : Drums,1,0,"Detroit, Mi."
14530,Grafvolluth,2012,2025,"Hacker Guitars, Bass, Vocals (1999-present) See also: ex-Feanturi, ex-Open Grave (live), ex-Norsekrieg Flakpanzer 38 Drums (2009-present) See also: Open Grave, ex-Horroble, ex-Nibdem, ex-Krieg (live), ex-Thralldom J Guitars (2010-present) Tyrinn Vocals (2011-present) Skystimenulis Bass (2012) See also: ex-Castle of Purity",0,0,United States
14539,UXO,2012,2025,,0,0,
14540,Railster,2012,2025,,0,0,
14541,Desanimaux,2012,2025,,0,0,
14542,Mstk,2012,2025,,0,0,
14543,J-K,2012,2025,,7,0,Portugal
14544,Dengaz,2012,2025,,7,0,"Cascais, Portugal"
14545,Oferta Especial,2012,2025,Jorge; guitarra/voz Capi: bajo Carlos: batería Rikar: saxo/voces Diego: trompeta/voces David: trombón May: guitarra,5,0,"Alcorcón, Spain"
14546,Bobby Bunny,1982,2025,Bobby Bunny,2,0,"Brooklyn, NY 11215"
14548,Jason Karaban,2012,2025,,0,0,Los Angeles
14549,Orbique,2012,2025,,14,0,
14551,Mules,2012,2025,,5,0,
14552,deef,2006,2025,,37,2,Vienna
14553,deef feat. j.s. bach,2012,2025,,0,0,
14555,Black Bones,2012,2025,,9,0,
14556,Oprachina,2012,2025,Massimo Bognetti - guitar Errico De Fabritiis - saxophone Fabio Fochesato - bass and double bass Adriano Galinari - drums,3,10,
14557,Joel Holmes,2012,2025,,4,1,
